Time,Temperature
2024-12-10 14:44:00,4.78 °C
2024-12-10 14:59:00,4.76 °C
2024-12-10 15:14:00,4.76 °C
2024-12-10 15:29:00,4.76 °C
2024-12-10 15:44:00,4.76 °C
2024-12-10 15:59:00,4.76 °C
2024-12-10 16:15:00,4.24 °C
2024-12-10 16:30:00,4.24 °C
2024-12-10 16:45:00,4.24 °C
2024-12-10 17:00:00,4.24 °C
2024-12-10 17:15:00,4.64 °C
2024-12-10 17:30:00,4.62 °C
2024-12-10 17:46:00,4.62 °C
2024-12-10 18:01:00,4.21 °C
2024-12-10 18:16:00,4.21 °C
2024-12-10 18:31:00,4.21 °C
2024-12-10 18:47:00,4.21 °C
2024-12-10 19:02:00,4.21 °C
2024-12-10 19:17:00,4.21 °C
2024-12-10 19:32:00,4.21 °C
2024-12-10 19:47:00,4.21 °C
2024-12-10 20:03:00,4.21 °C
2024-12-10 20:18:00,4.21 °C
2024-12-10 20:33:00,4.2 °C
2024-12-10 20:48:00,4.21 °C
2024-12-10 21:03:00,4.22 °C
2024-12-10 21:19:00,4.21 °C
2024-12-10 21:34:00,4.21 °C
2024-12-10 21:49:00,4.21 °C
2024-12-10 22:04:00,4.21 °C
2024-12-10 22:19:00,4.21 °C
2024-12-10 22:34:00,4.21 °C
2024-12-10 22:50:00,4.21 °C
2024-12-10 23:05:00,4.21 °C
2024-12-10 23:20:00,4.21 °C
2024-12-10 23:35:00,4.21 °C
2024-12-10 23:50:00,4.2 °C
2024-12-11 00:05:00,4.21 °C
2024-12-11 00:21:00,4.21 °C
2024-12-11 00:36:00,3.68 °C
2024-12-11 00:51:00,3.65 °C
2024-12-11 01:06:00,3.68 °C
2024-12-11 01:21:00,3.68 °C
2024-12-11 01:36:00,3.68 °C
2024-12-11 01:52:00,3.68 °C
2024-12-11 02:07:00,3.68 °C
2024-12-11 02:22:00,3.68 °C
2024-12-11 02:37:00,3.68 °C
2024-12-11 02:52:00,3.68 °C
2024-12-11 03:07:00,3.66 °C
2024-12-11 03:23:00,3.66 °C
2024-12-11 03:38:00,3.66 °C
2024-12-11 03:53:00,3.66 °C
2024-12-11 04:08:00,3.66 °C
2024-12-11 04:23:00,3.66 °C
2024-12-11 04:38:00,3.66 °C
2024-12-11 04:54:00,3.65 °C
2024-12-11 05:09:00,3.65 °C
2024-12-11 05:24:00,3.65 °C
2024-12-11 05:39:00,3.65 °C
2024-12-11 05:54:00,3.65 °C
2024-12-11 06:09:00,3.65 °C
2024-12-11 06:25:00,3.65 °C
2024-12-11 06:40:00,3.65 °C
2024-12-11 06:55:00,3.65 °C
2024-12-11 07:10:00,3.65 °C
2024-12-11 07:25:00,3.65 °C
2024-12-11 07:40:00,3.24 °C
2024-12-11 07:55:00,3.65 °C
2024-12-11 07:56:00,3.65 °C
2024-12-11 08:11:00,3.65 °C
2024-12-11 08:26:00,3.64 °C
2024-12-11 08:41:00,3.67 °C
2024-12-11 08:56:00,3.68 °C
2024-12-11 09:11:00,3.68 °C
2024-12-11 09:26:00,3.65 °C
2024-12-11 09:42:00,3.65 °C
2024-12-11 09:57:00,3.75 °C
2024-12-11 10:12:00,3.81 °C
2024-12-11 10:27:00,3.81 °C
2024-12-11 10:42:00,3.69 °C
2024-12-11 10:57:00,3.67 °C
2024-12-11 11:13:00,3.67 °C
2024-12-11 11:28:00,3.68 °C
2024-12-11 11:43:00,3.79 °C
2024-12-11 11:58:00,3.79 °C
2024-12-11 12:13:00,3.79 °C
2024-12-11 12:28:00,3.76 °C
2024-12-11 12:44:00,3.76 °C
2024-12-11 12:59:00,3.76 °C
2024-12-11 13:14:00,3.76 °C
2024-12-11 13:29:00,3.24 °C
2024-12-11 13:44:00,3.24 °C
2024-12-11 13:59:00,3.24 °C
2024-12-11 14:15:00,3.24 °C
2024-12-11 14:30:00,3.12 °C
2024-12-11 14:45:00,3.12 °C
2024-12-11 15:00:00,3.12 °C
2024-12-11 15:15:00,3.12 °C
2024-12-11 15:30:00,3.12 °C
2024-12-11 15:46:00,3.1 °C
2024-12-11 16:01:00,3.09 °C
2024-12-11 16:16:00,2.68 °C
2024-12-11 16:31:00,2.68 °C
2024-12-11 16:46:00,2.68 °C
2024-12-11 17:01:00,2.68 °C
2024-12-11 17:17:00,2.68 °C
2024-12-11 17:32:00,2.56 °C
2024-12-11 17:47:00,2.54 °C
2024-12-11 18:02:00,2.54 °C
2024-12-11 18:17:00,2.56 °C
2024-12-11 18:32:00,2.54 °C
2024-12-11 18:48:00,2.56 °C
2024-12-11 19:03:00,2.43 °C
2024-12-11 19:18:00,2.54 °C
2024-12-11 19:33:00,2.54 °C
2024-12-11 19:48:00,2.54 °C
2024-12-11 20:03:00,2.54 °C
2024-12-11 20:19:00,2.54 °C
2024-12-11 20:34:00,2.54 °C
2024-12-11 20:49:00,2.54 °C
2024-12-11 21:04:00,2.43 °C
2024-12-11 21:19:00,2.54 °C
2024-12-11 21:34:00,2.53 °C
2024-12-11 21:50:00,2.53 °C
2024-12-11 22:05:00,2.42 °C
2024-12-11 22:20:00,2.42 °C
2024-12-11 22:35:00,2.53 °C
2024-12-11 22:50:00,2.53 °C
2024-12-11 23:05:00,2.53 °C
2024-12-11 23:21:00,2.53 °C
2024-12-11 23:36:00,2.53 °C
2024-12-11 23:51:00,2.54 °C
2024-12-12 00:06:00,2.54 °C
2024-12-12 00:21:00,2.54 °C
2024-12-12 00:36:00,2.54 °C
2024-12-12 00:51:00,2.95 °C
2024-12-12 01:07:00,2.54 °C
2024-12-12 01:22:00,2.54 °C
2024-12-12 01:37:00,2.54 °C
2024-12-12 01:52:00,2.54 °C
2024-12-12 02:07:00,2.54 °C
2024-12-12 02:23:00,2.53 °C
2024-12-12 02:38:00,2.65 °C
2024-12-12 02:53:00,2.65 °C
2024-12-12 03:08:00,2.63 °C
2024-12-12 03:23:00,2.61 °C
2024-12-12 03:38:00,2.65 °C
2024-12-12 03:54:00,2.63 °C
2024-12-12 04:09:00,2.63 °C
2024-12-12 04:24:00,2.65 °C
2024-12-12 04:39:00,2.63 °C
2024-12-12 04:54:00,2.63 °C
2024-12-12 05:09:00,2.63 °C
2024-12-12 05:24:00,2.62 °C
2024-12-12 05:40:00,2.62 °C
2024-12-12 05:55:00,3.08 °C
2024-12-12 06:10:00,3.09 °C
2024-12-12 06:25:00,3.09 °C
2024-12-12 06:40:00,3.09 °C
2024-12-12 06:55:00,3.08 °C
2024-12-12 07:11:00,3.09 °C
2024-12-12 07:26:00,3.08 °C
2024-12-12 07:41:00,2.99 °C
2024-12-12 07:56:00,3.19 °C
2024-12-12 08:11:00,3.19 °C
2024-12-12 08:26:00,3.19 °C
2024-12-12 08:42:00,3.19 °C
2024-12-12 08:57:00,3.19 °C
2024-12-12 09:12:00,3.2 °C
2024-12-12 09:27:00,3.2 °C
2024-12-12 09:42:00,3.24 °C
2024-12-12 09:57:00,3.64 °C
2024-12-12 10:13:00,3.65 °C
2024-12-12 10:28:00,3.65 °C
2024-12-12 10:43:00,4.07 °C
2024-12-12 10:58:00,3.76 °C
2024-12-12 11:13:00,3.78 °C
2024-12-12 11:28:00,3.78 °C
2024-12-12 11:44:00,3.78 °C
2024-12-12 11:59:00,3.78 °C
2024-12-12 12:14:00,3.78 °C
2024-12-12 12:29:00,3.78 °C
2024-12-12 12:44:00,3.78 °C
2024-12-12 12:59:00,3.78 °C
2024-12-12 13:15:00,3.78 °C
2024-12-12 13:30:00,3.78 °C
2024-12-12 13:45:00,3.76 °C
2024-12-12 14:00:00,3.78 °C
2024-12-12 14:15:00,3.76 °C
2024-12-12 14:30:00,3.76 °C
2024-12-12 14:46:00,3.76 °C
2024-12-12 15:01:00,3.76 °C
2024-12-12 15:16:00,3.65 °C
2024-12-12 15:31:00,3.65 °C
2024-12-12 15:46:00,3.23 °C
2024-12-12 16:01:00,3.24 °C
2024-12-12 16:17:00,3.24 °C
2024-12-12 16:32:00,3.24 °C
2024-12-12 16:47:00,3.22 °C
2024-12-12 17:02:00,3.22 °C
2024-12-12 17:17:00,3.1 °C
2024-12-12 17:32:00,3.1 °C
2024-12-12 17:47:00,3.11 °C
2024-12-12 18:03:00,3.11 °C
2024-12-12 18:18:00,3.1 °C
2024-12-12 18:33:00,3.1 °C
2024-12-12 18:48:00,3.1 °C
2024-12-12 19:03:00,3.1 °C
2024-12-12 19:18:00,3.1 °C
2024-12-12 19:34:00,3.1 °C
2024-12-12 19:49:00,3.1 °C
2024-12-12 20:04:00,2.68 °C
2024-12-12 20:19:00,2.68 °C
2024-12-12 20:34:00,2.68 °C
2024-12-12 20:49:00,2.57 °C
2024-12-12 21:05:00,2.57 °C
2024-12-12 21:20:00,2.57 °C
2024-12-12 21:35:00,2.57 °C
2024-12-12 21:50:00,2.57 °C
2024-12-12 22:05:00,2.57 °C
2024-12-12 22:20:00,2.57 °C
2024-12-12 22:36:00,2.57 °C
2024-12-12 22:51:00,2.68 °C
2024-12-12 23:06:00,2.57 °C
2024-12-12 23:21:00,2.57 °C
2024-12-12 23:36:00,2.68 °C
2024-12-12 23:52:00,2.7 °C
2024-12-13 00:07:00,2.7 °C
2024-12-13 00:22:00,2.68 °C
2024-12-13 00:37:00,2.68 °C
2024-12-13 00:52:00,2.68 °C
2024-12-13 01:07:00,2.68 °C
2024-12-13 01:22:00,2.68 °C
2024-12-13 01:38:00,2.7 °C
2024-12-13 01:53:00,2.68 °C
2024-12-13 02:08:00,2.7 °C
2024-12-13 02:23:00,2.68 °C
2024-12-13 02:38:00,2.67 °C
2024-12-13 02:53:00,2.56 °C
2024-12-13 03:09:00,2.56 °C
2024-12-13 03:24:00,2.56 °C
2024-12-13 03:39:00,2.56 °C
2024-12-13 03:54:00,2.56 °C
2024-12-13 04:09:00,2.56 °C
2024-12-13 04:24:00,2.56 °C
2024-12-13 04:40:00,2.56 °C
2024-12-13 04:55:00,2.56 °C
2024-12-13 05:10:00,2.56 °C
2024-12-13 05:25:00,2.56 °C
2024-12-13 05:40:00,2.56 °C
2024-12-13 05:55:00,2.56 °C
2024-12-13 06:11:00,2.56 °C
2024-12-13 06:26:00,2.98 °C
2024-12-13 06:41:00,2.98 °C
2024-12-13 06:56:00,2.98 °C
2024-12-13 07:11:00,2.98 °C
2024-12-13 07:26:00,2.99 °C
2024-12-13 07:42:00,2.99 °C
2024-12-13 07:57:00,3.21 °C
2024-12-13 08:12:00,3.1 °C
2024-12-13 08:27:00,2.98 °C
2024-12-13 08:42:00,2.98 °C
2024-12-13 08:57:00,3.1 °C
2024-12-13 09:12:00,3.12 °C
2024-12-13 09:28:00,3.53 °C
2024-12-13 09:43:00,3.53 °C
2024-12-13 09:58:00,3.53 °C
2024-12-13 10:13:00,3.53 °C
2024-12-13 10:28:00,3.53 °C
2024-12-13 10:43:00,3.64 °C
2024-12-13 10:59:00,3.53 °C
2024-12-13 11:14:00,4.09 °C
2024-12-13 11:29:00,4.36 °C
2024-12-13 11:44:00,4.18 °C
2024-12-13 11:59:00,4.7 °C
2024-12-13 12:14:00,4.7 °C
2024-12-13 12:30:00,4.68 °C
2024-12-13 12:45:00,4.29 °C
2024-12-13 13:00:00,4.06 °C
2024-12-13 13:15:00,4.06 °C
2024-12-13 13:30:00,4.06 °C
2024-12-13 13:45:00,4.06 °C
2024-12-13 14:01:00,4.06 °C
2024-12-13 14:16:00,4.06 °C
2024-12-13 14:31:00,3.95 °C
2024-12-13 14:46:00,3.53 °C
2024-12-13 15:01:00,3.53 °C
2024-12-13 15:16:00,3.76 °C
2024-12-13 15:32:00,3.53 °C
2024-12-13 15:47:00,3.65 °C
2024-12-13 16:02:00,3.53 °C
2024-12-13 16:17:00,3.53 °C
2024-12-13 16:32:00,3.53 °C
2024-12-13 16:47:00,3.51 °C
2024-12-13 17:02:00,3.51 °C
2024-12-13 17:03:00,3.51 °C
2024-12-13 17:18:00,3.51 °C
2024-12-13 17:33:00,3.51 °C
2024-12-13 17:48:00,3.37 °C
2024-12-13 18:03:00,2.86 °C
2024-12-13 18:18:00,2.8 °C
2024-12-13 18:33:00,2.8 °C
2024-12-13 18:49:00,2.78 °C
2024-12-13 19:04:00,2.65 °C
2024-12-13 19:19:00,2.29 °C
2024-12-13 19:34:00,2.09 °C
2024-12-13 19:49:00,2.09 °C
2024-12-13 20:04:00,0.98 °C
2024-12-13 20:20:00,1.54 °C
2024-12-13 20:35:00,1.18 °C
2024-12-13 20:50:00,1.1 °C
2024-12-13 21:05:00,0.57 °C
2024-12-13 21:20:00,0.57 °C
2024-12-13 21:35:00,0.15 °C
2024-12-13 21:51:00,0.15 °C
2024-12-13 22:06:00,0.03 °C
2024-12-13 22:21:00,-0.4 °C
2024-12-13 22:36:00,-0.7 °C
2024-12-13 22:51:00,-0.7 °C
2024-12-13 23:07:00,-0.81 °C
2024-12-13 23:22:00,-0.81 °C
2024-12-13 23:37:00,0.05 °C
2024-12-13 23:52:00,0.05 °C
2024-12-14 00:07:00,0.05 °C
2024-12-14 00:22:00,0.05 °C
2024-12-14 00:38:00,-0.72 °C
2024-12-14 00:53:00,-0.72 °C
2024-12-14 01:08:00,-1.14 °C
2024-12-14 01:23:00,-1.14 °C
2024-12-14 01:38:00,-1.49 °C
2024-12-14 01:53:00,-1.49 °C
2024-12-14 02:08:00,-0.96 °C
2024-12-14 02:24:00,-0.96 °C
2024-12-14 02:39:00,-0.45 °C
2024-12-14 02:54:00,-0.42 °C
2024-12-14 03:09:00,0.11 °C
2024-12-14 03:24:00,0.37 °C
2024-12-14 03:39:00,0.14 °C
2024-12-14 03:55:00,0.14 °C
2024-12-14 04:10:00,0.15 °C
2024-12-14 04:25:00,0.15 °C
2024-12-14 04:40:00,-0.38 °C
2024-12-14 04:55:00,-0.38 °C
2024-12-14 05:10:00,-0.38 °C
2024-12-14 05:26:00,-0.87 °C
2024-12-14 05:41:00,-0.87 °C
2024-12-14 05:56:00,-0.87 °C
2024-12-14 06:11:00,-0.87 °C
2024-12-14 06:26:00,-0.87 °C
2024-12-14 06:41:00,-1.39 °C
2024-12-14 06:57:00,-1.39 °C
2024-12-14 07:12:00,-1.09 °C
2024-12-14 07:27:00,-1.2 °C
2024-12-14 07:42:00,-1.09 °C
2024-12-14 07:57:00,-1.09 °C
2024-12-14 08:12:00,-0.35 °C
2024-12-14 08:28:00,0.03 °C
2024-12-14 08:43:00,2.97 °C
2024-12-14 08:58:00,3.56 °C
2024-12-14 09:13:00,4.67 °C
2024-12-14 09:28:00,0.77 °C
2024-12-14 09:43:00,1.33 °C
2024-12-14 09:58:00,1.32 °C
2024-12-14 09:59:00,1.32 °C
2024-12-14 10:14:00,1.87 °C
2024-12-14 10:29:00,3.82 °C
2024-12-14 10:44:00,2.96 °C
2024-12-14 10:59:00,3.5 °C
2024-12-14 11:14:00,4.02 °C
2024-12-14 11:29:00,4.27 °C
2024-12-14 11:45:00,3.92 °C
2024-12-14 12:00:00,3.54 °C
2024-12-14 12:15:00,3.54 °C
2024-12-14 12:30:00,3.94 °C
2024-12-14 12:45:00,4.28 °C
2024-12-14 13:00:00,4.78 °C
2024-12-14 13:16:00,5.19 °C
2024-12-14 13:31:00,5.14 °C
2024-12-14 13:46:00,5.1 °C
2024-12-14 14:01:00,5.35 °C
2024-12-14 14:16:00,5.08 °C
2024-12-14 14:31:00,4.59 °C
2024-12-14 14:47:00,4.84 °C
2024-12-14 15:02:00,3.18 °C
2024-12-14 15:17:00,3.18 °C
2024-12-14 15:32:00,4.29 °C
2024-12-14 15:47:00,4.06 °C
2024-12-14 16:02:00,2.65 °C
2024-12-14 16:18:00,2.52 °C
2024-12-14 16:33:00,2.26 °C
2024-12-14 16:48:00,2.26 °C
2024-12-14 17:03:00,2.52 °C
2024-12-14 17:18:00,2.51 °C
2024-12-14 17:33:00,2.41 °C
2024-12-14 17:49:00,2.4 °C
2024-12-14 18:04:00,2.5 °C
2024-12-14 18:19:00,2.5 °C
2024-12-14 18:34:00,2.3 °C
2024-12-14 18:49:00,2.5 °C
2024-12-14 19:04:00,2.5 °C
2024-12-14 19:20:00,2.49 °C
2024-12-14 19:35:00,2.32 °C
2024-12-14 19:50:00,2.52 °C
2024-12-14 20:05:00,2.07 °C
2024-12-14 20:20:00,2.06 °C
2024-12-14 20:35:00,2.5 °C
2024-12-14 20:51:00,2.5 °C
2024-12-14 21:06:00,2.24 °C
2024-12-14 21:21:00,2.72 °C
2024-12-14 21:36:00,2.72 °C
2024-12-14 21:51:00,3.05 °C
2024-12-14 22:06:00,3.05 °C
2024-12-14 22:21:00,2.87 °C
2024-12-14 22:37:00,2.88 °C
2024-12-14 22:52:00,2.88 °C
2024-12-14 23:07:00,3.28 °C
2024-12-14 23:22:00,3.49 °C
2024-12-14 23:37:00,3.5 °C
2024-12-14 23:52:00,3.52 °C
2024-12-15 00:08:00,3.52 °C
2024-12-15 00:23:00,3.51 °C
2024-12-15 00:38:00,3.52 °C
2024-12-15 00:53:00,3.63 °C
2024-12-15 01:08:00,3.43 °C
2024-12-15 01:23:00,3.45 °C
2024-12-15 01:39:00,3.46 °C
2024-12-15 01:54:00,3.45 °C
2024-12-15 02:09:00,4.11 °C
2024-12-15 02:24:00,3.31 °C
2024-12-15 02:39:00,4.11 °C
2024-12-15 02:54:00,2.99 °C
2024-12-15 03:10:00,2.99 °C
2024-12-15 03:25:00,2.99 °C
2024-12-15 03:40:00,2.99 °C
2024-12-15 03:55:00,2.99 °C
2024-12-15 04:10:00,3.28 °C
2024-12-15 04:25:00,3.4 °C
2024-12-15 04:41:00,3.42 °C
2024-12-15 04:56:00,3.43 °C
2024-12-15 05:11:00,3.42 °C
2024-12-15 05:26:00,2.99 °C
2024-12-15 05:41:00,2.47 °C
2024-12-15 05:56:00,2.43 °C
2024-12-15 06:11:00,2.41 °C
2024-12-15 06:12:00,2.41 °C
2024-12-15 06:27:00,2.41 °C
2024-12-15 06:42:00,2.85 °C
2024-12-15 06:57:00,2.86 °C
2024-12-15 07:12:00,3.28 °C
2024-12-15 07:27:00,2.99 °C
2024-12-15 07:42:00,3.28 °C
2024-12-15 07:58:00,3.28 °C
2024-12-15 08:13:00,3.83 °C
2024-12-15 08:28:00,3.83 °C
2024-12-15 08:43:00,4.07 °C
2024-12-15 08:58:00,4.07 °C
2024-12-15 09:13:00,4.07 °C
2024-12-15 09:29:00,4.43 °C
2024-12-15 09:44:00,4.37 °C
2024-12-15 09:59:00,4.38 °C
2024-12-15 10:14:00,4.13 °C
2024-12-15 10:29:00,4.69 °C
2024-12-15 10:44:00,4.67 °C
2024-12-15 11:00:00,5.24 °C
2024-12-15 11:15:00,5.26 °C
2024-12-15 11:30:00,5.25 °C
2024-12-15 11:45:00,5.5 °C
2024-12-15 12:00:00,5.5 °C
2024-12-15 12:16:00,5.95 °C
2024-12-15 12:31:00,5.95 °C
2024-12-15 12:46:00,5.51 °C
2024-12-15 13:01:00,5.57 °C
2024-12-15 13:16:00,5.31 °C
2024-12-15 13:31:00,5.31 °C
2024-12-15 13:47:00,5.8 °C
2024-12-15 14:02:00,5.8 °C
2024-12-15 14:17:00,5.8 °C
2024-12-15 14:32:00,5.83 °C
2024-12-15 14:47:00,6.11 °C
2024-12-15 15:02:00,6.09 °C
2024-12-15 15:18:00,6.08 °C
2024-12-15 15:33:00,6.06 °C
2024-12-15 15:48:00,6.06 °C
2024-12-15 16:03:00,6.05 °C
2024-12-15 16:18:00,5.99 °C
2024-12-15 16:33:00,6.2 °C
2024-12-15 16:49:00,6.42 °C
2024-12-15 17:04:00,6.31 °C
2024-12-15 17:19:00,6.47 °C
2024-12-15 17:34:00,6.47 °C
2024-12-15 17:49:00,6.63 °C
2024-12-15 18:04:00,6.53 °C
2024-12-15 18:20:00,6.87 °C
2024-12-15 18:35:00,6.87 °C
2024-12-15 18:50:00,6.87 °C
2024-12-15 19:05:00,6.96 °C
2024-12-15 19:20:00,7.07 °C
2024-12-15 19:36:00,6.87 °C
2024-12-15 19:51:00,6.98 °C
2024-12-15 20:06:00,6.98 °C
2024-12-15 20:21:00,6.98 °C
2024-12-15 20:36:00,6.98 °C
2024-12-15 20:52:00,7.07 °C
2024-12-15 21:07:00,7.07 °C
2024-12-15 21:22:00,6.74 °C
2024-12-15 21:37:00,6.76 °C
2024-12-15 21:52:00,6.64 °C
2024-12-15 22:07:00,6.54 °C
2024-12-15 22:23:00,6.54 °C
2024-12-15 22:38:00,6.48 °C
2024-12-15 22:53:00,6.48 °C
2024-12-15 23:08:00,6.47 °C
2024-12-15 23:24:00,6.89 °C
2024-12-15 23:39:00,7.08 °C
2024-12-15 23:54:00,7.07 °C
2024-12-16 00:09:00,7.03 °C
2024-12-16 00:24:00,7.02 °C
2024-12-16 00:39:00,7.15 °C
2024-12-16 00:55:00,7.71 °C
2024-12-16 07:12:00,7.87 °C
2024-12-16 07:13:00,7.87 °C
2024-12-16 07:14:00,7.87 °C
2024-12-16 07:29:00,7.74 °C
2024-12-16 07:44:00,7.87 °C
2024-12-16 07:59:00,7.87 °C
2024-12-16 08:14:00,8.28 °C
2024-12-16 08:30:00,8.28 °C
2024-12-16 08:45:00,8.3 °C
2024-12-16 09:00:00,8.31 °C
2024-12-16 09:15:00,8.33 °C
2024-12-16 09:30:00,8.74 °C
2024-12-16 09:45:00,8.74 °C
2024-12-16 10:00:00,8.36 °C
2024-12-16 10:16:00,8.88 °C
2024-12-16 10:31:00,8.87 °C
2024-12-16 10:46:00,8.84 °C
2024-12-16 11:01:00,8.91 °C
2024-12-16 11:16:00,8.96 °C
2024-12-16 11:31:00,8.97 °C
2024-12-16 11:47:00,10.39 °C
2024-12-16 12:02:00,10.46 °C
2024-12-16 12:17:00,10.49 °C
2024-12-16 12:32:00,10.5 °C
2024-12-16 12:47:00,9.92 °C
2024-12-16 13:02:00,9.92 °C
2024-12-16 13:18:00,10.43 °C
2024-12-16 13:33:00,10.43 °C
2024-12-16 13:48:00,10.43 °C
2024-12-16 14:03:00,10.43 °C
2024-12-16 14:18:00,10.43 °C
2024-12-16 14:33:00,10.58 °C
2024-12-16 14:49:00,10.58 °C
2024-12-16 15:04:00,10.64 °C
2024-12-16 15:19:00,10.56 °C
2024-12-16 15:34:00,10.27 °C
2024-12-16 15:49:00,8.94 °C
2024-12-16 16:04:00,8.93 °C
2024-12-16 16:20:00,8.97 °C
2024-12-16 16:35:00,8.75 °C
2024-12-16 16:50:00,8.64 °C
2024-12-16 17:05:00,8.65 °C
2024-12-16 17:20:00,8.63 °C
2024-12-16 17:35:00,8.62 °C
2024-12-16 17:50:00,8.73 °C
2024-12-16 18:06:00,8.73 °C
2024-12-16 18:21:00,8.62 °C
2024-12-16 18:36:00,8.64 °C
2024-12-16 18:51:00,7.86 °C
2024-12-16 19:06:00,7.98 °C
2024-12-16 19:21:00,7.98 °C
2024-12-16 19:37:00,7.98 °C
2024-12-16 19:52:00,7.97 °C
2024-12-16 20:07:00,7.96 °C
2024-12-16 20:22:00,7.97 °C
2024-12-16 20:37:00,7.96 °C
2024-12-16 20:52:00,7.97 °C
2024-12-16 21:08:00,7.97 °C
2024-12-16 21:23:00,7.97 °C
2024-12-16 21:38:00,7.42 °C
2024-12-16 21:53:00,7.42 °C
2024-12-16 22:08:00,7.42 °C
2024-12-16 22:23:00,7.42 °C
2024-12-16 22:39:00,7.86 °C
2024-12-16 22:54:00,8.06 °C
2024-12-16 23:09:00,8.06 °C
2024-12-16 23:24:00,8.06 °C
2024-12-16 23:39:00,8.06 °C
2024-12-16 23:54:00,7.97 °C
2024-12-16 23:55:00,7.97 °C
2024-12-17 00:10:00,7.6 °C
2024-12-17 00:25:00,7.62 °C
2024-12-17 00:40:00,7.62 °C
2024-12-17 00:55:00,7.62 °C
2024-12-17 01:10:00,7.83 °C
2024-12-17 01:25:00,7.83 °C
2024-12-17 01:41:00,7.62 °C
2024-12-17 01:56:00,7.82 °C
2024-12-17 02:11:00,7.82 °C
2024-12-17 02:26:00,7.84 °C
2024-12-17 02:41:00,7.81 °C
2024-12-17 02:56:00,7.48 °C
2024-12-17 03:12:00,7.48 °C
2024-12-17 03:27:00,7.48 °C
2024-12-17 03:42:00,7.48 °C
2024-12-17 03:57:00,7.07 °C
2024-12-17 04:12:00,7.07 °C
2024-12-17 04:27:00,7.07 °C
2024-12-17 04:43:00,7.28 °C
2024-12-17 04:58:00,7.28 °C
2024-12-17 05:13:00,7.29 °C
2024-12-17 05:28:00,7.09 °C
2024-12-17 05:43:00,7.08 °C
2024-12-17 05:58:00,7.3 °C
2024-12-17 06:14:00,7.09 °C
2024-12-17 06:29:00,7.09 °C
2024-12-17 06:44:00,7.09 °C
2024-12-17 06:59:00,7.09 °C
2024-12-17 07:14:00,7.09 °C
2024-12-17 07:29:00,7.1 °C
2024-12-17 07:45:00,7.1 °C
2024-12-17 08:00:00,7.1 °C
2024-12-17 08:15:00,7.4 °C
2024-12-17 08:30:00,7.5 °C
2024-12-17 08:45:00,7.5 °C
2024-12-17 09:00:00,7.5 °C
2024-12-17 09:15:00,7.82 °C
2024-12-17 09:31:00,7.72 °C
2024-12-17 09:46:00,7.82 °C
2024-12-17 10:01:00,7.8 °C
2024-12-17 10:16:00,8.25 °C
2024-12-17 10:31:00,8.36 °C
2024-12-17 10:46:00,8.36 °C
2024-12-17 11:02:00,8.12 °C
2024-12-17 11:17:00,8.43 °C
2024-12-17 11:32:00,8.53 °C
2024-12-17 11:47:00,8.8 °C
2024-12-17 12:02:00,8.34 °C
2024-12-17 12:17:00,8.55 °C
2024-12-17 12:33:00,8.45 °C
2024-12-17 12:48:00,8.45 °C
2024-12-17 13:03:00,8.45 °C
2024-12-17 13:18:00,8.36 °C
2024-12-17 13:33:00,8.36 °C
2024-12-17 13:48:00,8.36 °C
2024-12-17 14:04:00,8.27 °C
2024-12-17 14:19:00,7.62 °C
2024-12-17 14:34:00,7.95 °C
2024-12-17 14:49:00,7.95 °C
2024-12-17 15:04:00,7.95 °C
2024-12-17 15:19:00,7.64 °C
2024-12-17 15:34:00,7.53 °C
2024-12-17 15:35:00,7.53 °C
2024-12-17 15:50:00,7.53 °C
2024-12-17 16:05:00,7.53 °C
2024-12-17 16:20:00,7.53 °C
2024-12-17 16:35:00,7.53 °C
2024-12-17 16:50:00,7.53 °C
2024-12-17 17:05:00,7.51 °C
2024-12-17 17:21:00,7.51 °C
2024-12-17 17:36:00,7.51 °C
2024-12-17 17:51:00,7.51 °C
2024-12-17 18:06:00,7.4 °C
2024-12-17 18:21:00,7.4 °C
2024-12-17 18:36:00,7.42 °C
2024-12-17 18:52:00,7.39 °C
2024-12-17 19:07:00,6.96 °C
2024-12-17 19:22:00,6.95 °C
2024-12-17 19:37:00,6.93 °C
2024-12-17 19:52:00,6.78 °C
2024-12-17 20:07:00,6.77 °C
2024-12-17 20:23:00,6.76 °C
2024-12-17 20:38:00,6.34 °C
2024-12-17 20:53:00,6.35 °C
2024-12-17 21:08:00,6.35 °C
2024-12-17 21:23:00,6.35 °C
2024-12-17 21:38:00,5.99 °C
2024-12-17 21:54:00,5.93 °C
2024-12-17 22:09:00,5.82 °C
2024-12-17 22:24:00,5.82 °C
2024-12-17 22:39:00,5.94 °C
2024-12-17 22:54:00,5.61 °C
2024-12-17 23:09:00,5.45 °C
2024-12-17 23:25:00,5.38 °C
2024-12-17 23:40:00,5.38 °C
2024-12-17 23:55:00,5.38 °C
2024-12-18 00:10:00,5.38 °C
2024-12-18 00:25:00,5.59 °C
2024-12-18 00:40:00,5.59 °C
2024-12-18 00:56:00,5.14 °C
2024-12-18 01:11:00,5.14 °C
2024-12-18 01:26:00,5.03 °C
2024-12-18 01:41:00,5.03 °C
2024-12-18 01:56:00,5.03 °C
2024-12-18 02:11:00,5.03 °C
2024-12-18 02:27:00,4.71 °C
2024-12-18 02:42:00,4.71 °C
2024-12-18 02:57:00,4.31 °C
